"59.61862,16.53986",Elektronica-ICT,Mälardalens universitet,"Mälardalen University is a Swedish university located in V�ster�s�and�Eskilstuna, Sweden. They offer courses and master thesises on real-time embedded systems topics. ",mdh.jpg
"39.47900,-0.35910",Elektronica-ICT,Universitat de Val�ncia,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",uv.jpg
"39.48085,-0.34039",Elektronica-ICT,Universitat Polit�cnica de Val�ncia,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",upv.jpg
"41.38985,2.11727",Elektronica-ICT,Universitat Polit�cnica De Catalunya,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",upc.jpg
"39.99363,-0.06732",Elektronica-ICT,Universitat Jaume I,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",jaume.jpg
"47.45419,15.33114",Elektronica-ICT,FH Joanneum,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",fhj.jpg
"-25.68295,28.13075",Elektronica-ICT,Belgian Campus iTversity,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",bc.jpg
"13.35248,74.79284",Elektronica-ICT,Manipal Institute of Technology,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat.",mit.jpg
